"State","Geography","county_fips","Race","Religion","Sexual_Orientation","Disability","Gender","Gender_Identity","Gender_both","Total","Median_Income","White_Income","White_Diff","Gini","Unemployment","LFPR","AvgYears","Density"
"Texas","Grayson County, Texas",48181,0,0,1,0,0,0,0,2,50212,52919,2707,0.4457,7.5,76.603324627882,15.3368851280084,129.6
"Texas","Gregg County, Texas",48183,2,0,0,1,0,0,0,3,47140,54929,7789,0.46,5.8,73.9657375050792,15.0883843502939,445.4
"Texas","Harris County, Texas",48201,5,2,2,0,0,2,2,11,55584,81928,26344,0.4982,7,79.0699243048412,14.9984967360049,2402.4
"Texas","Hays County, Texas",48209,0,0,1,0,0,0,0,2,60495,68178,7683,0.4596,6.1,79.6361295029237,15.8942361448433,231.7
"Texas","Hidalgo County, Texas",48215,1,0,1,0,0,0,0,3,36094,47205,11111,0.4915,9,72.1640156717021,13.2358861091673,493.2
"Texas","Hockley County, Texas",48219,2,0,0,0,0,0,0,2,50331,54798,4467,0.4374,7.2,77.8412521363677,14.4311129789171,25.2
"Texas","Hutchinson County, Texas",48233,1,0,0,0,0,0,0,1,50114,53020,2906,0.4499,4.9,71.6310938215103,15.0562932617601,25
"Texas","Jefferson County, Texas",48245,4,0,0,0,0,0,0,4,44965,58728,13763,0.4906,7.3,67.567478448761,14.8529510315447,287.9
"Texas","Johnson County, Texas",48251,1,0,0,0,0,0,0,1,59095,62647,3552,0.4125,6.3,76.2588776787687,14.9129100063548,208.3
"Texas","Lamar County, Texas",48277,0,1,0,0,0,0,0,1,40283,43099,2816,0.475,7,73.3664324810065,14.9207135186732,54.9
"Texas","Lubbock County, Texas",48303,1,0,0,0,0,0,0,1,46859,53278,6419,0.478,5.4,78.7217697087463,15.4089976587311,311.3
"Texas","Montgomery County, Texas",48339,1,0,0,0,0,0,0,1,70805,77785,6980,0.4752,5.4,75.8921050709821,15.6986180045769,437.5
"Texas","Parker County, Texas",48367,0,1,1,1,0,0,0,4,67979,69653,1674,0.4437,5.6,77.4950674725241,15.5884730954421,129.4
"Texas","Polk County, Texas",48373,1,0,0,0,0,0,0,1,40864,43762,2898,0.4476,9.4,60.0312337367312,14.534809082456,43
"Texas","Rockwall County, Texas",48397,1,0,0,0,0,0,0,1,89161,95915,6754,0.4101,5.4,80.7213193920448,16.1564766290826,616.7
"Texas","San Jacinto County, Texas",48407,1,0,0,0,0,0,0,1,44878,47581,2703,0.447,7.4,68.0249890718345,14.4265682656827,46.3
"Texas","Shelby County, Texas",48419,0,0,0,0,1,0,1,1,36312,44333,8021,0.4846,9.6,68.2334932509351,14.2656011712316,32
"Texas","Smith County, Texas",48423,2,0,1,1,0,0,0,5,48683,58741,10058,0.4632,6.6,75.9130345368193,15.2223651560204,227.6
"Texas","Tarrant County, Texas",48439,16,4,5,1,0,5,5,31,60373,72560,12187,0.4627,6,79.4378188462351,15.4463218809437,2094.7
"Texas","Tom Green County, Texas",48451,0,0,1,0,0,0,0,2,47637,54420,6783,0.4635,3.9,76.8837793079404,14.9664585215855,72.4
"Texas","Travis County, Texas",48453,13,4,8,0,0,1,1,33,64422,76816,12394,0.4883,5.2,83.0115553209762,16.1806269186636,1034.4
"Texas","Upshur County, Texas",48459,1,0,0,0,0,0,0,1,47724,49664,1940,0.4383,7.7,71.2184361937546,14.8351530800443,67.4
"Texas","Wichita County, Texas",48485,1,1,0,0,0,0,0,2,45371,50044,4673,0.4602,5.2,70.4624939217116,15.2236551215917,209.5
"Texas","Williamson County, Texas",48491,3,2,2,0,0,0,0,9,75935,80029,4094,0.3949,5.3,82.1873006195003,16.2596800370971,378
"Texas","Zavala County, Texas",48507,1,0,0,0,0,0,0,1,26639,31625,4986,0.4944,12,64.8148401404546,12.9166425888472,9
"Utah","Carbon County, Utah",49007,1,0,0,0,0,0,0,1,47793,48712,919,0.4124,7.6,75.1175202156334,15.4054998480705,14.5
"Utah","Davis County, Utah",49011,5,1,0,0,0,0,0,6,72661,74866,2205,0.3869,3.7,78.8681690264985,16.3613354160599,1025.8
"Utah","Duchesne County, Utah",49013,0,0,1,0,0,0,0,2,61244,61662,418,0.3923,5.9,72.6071590786201,15.0967939198043,5.7
"Utah","Grand County, Utah",49019,1,0,0,0,0,0,0,1,43529,46675,3146,0.4231,7.3,83.1306528814857,15.9086574281031,2.5
"Utah","Salt Lake County, Utah",49035,5,1,0,0,0,0,0,6,64601,69865,5264,0.437,5.1,80.9739288842179,15.9231646558304,1387.1
"Utah","Tooele County, Utah",49045,4,0,1,0,0,0,0,6,64149,66273,2124,0.3569,7,78.2788845680859,15.529371778168,8.4
"Utah","Utah County, Utah",49049,3,2,1,0,0,0,0,7,64321,66622,2301,0.4165,4.9,75.8572437602532,16.4183347700939,257.8
"Utah","Washington County, Utah",49053,3,1,0,0,0,0,0,4,52865,54623,1758,0.4289,6.3,73.6699206991917,15.9906908326766,56.9
"Utah","Weber County, Utah",49057,7,0,4,1,0,0,0,16,59660,63002,3342,0.3986,5.3,78.0636484256441,15.4968567549219,401.4
"Vermont","Addison County, Vermont",50001,0,1,0,0,0,0,0,1,61020,61398,378,0.419,5,84.3012018343788,16.1177938904077,48
"Vermont","Caledonia County, Vermont",50005,4,0,0,0,0,0,0,4,46931,47004,73,0.4207,6.3,76.4652276832991,15.7000370096225,48.1
"Vermont","Chittenden County, Vermont",50007,5,1,3,0,0,0,0,12,66414,68682,2268,0.442,4.5,85.0200335832084,16.7646405879201,291.7
"Vermont","Franklin County, Vermont",50011,2,0,0,0,0,0,0,2,58884,58912,28,0.424,5,82.0099601296717,15.4144388210777,75.3
"Vermont","Lamoille County, Vermont",50015,1,0,0,0,0,0,0,1,53316,52566,-750,0.4433,3.9,81.4193670043629,16.1475561197992,53.3
"Vermont","Rutland County, Vermont",50021,1,1,0,0,0,0,0,2,50029,50279,250,0.4389,5.5,79.3015495541079,15.7636854991454,66.3
"Vermont","Washington County, Vermont",50023,1,0,0,0,0,0,0,1,58171,58665,494,0.4346,4.6,83.3646868927475,16.3797338548126,86.6
"Vermont","Windsor County, Vermont",50027,1,0,0,1,0,0,0,2,54763,54876,113,0.4688,4.5,79.3917274535809,16.1354051852207,58.5
"Virginia","Accomack County, Virginia",51001,0,0,0,2,0,0,0,2,38503,46479,7976,0.4662,7,74.714295000591,14.6714046121593,73.8
"Virginia","Alexandria city, Virginia",51510,0,0,2,0,0,0,0,4,89200,112824,23624,0.4461,4,88.1705737032666,17.1616589669665,9314.3
"Virginia","Alleghany County, Virginia",51005,1,0,0,0,0,0,0,1,45538,46114,576,0.4314,4.6,68.9686165508528,14.9219283276451,36.5
"Virginia","Amelia County, Virginia",51007,1,0,0,0,0,0,0,1,58269,66549,8280,0.3772,4,75.8220151515151,14.4192066337965,35.7
"Virginia","Chesapeake city, Virginia",51550,2,1,0,1,0,0,0,4,69978,78182,8204,0.4048,6.3,78.2066944089784,15.9446510935873,652
"Virginia","Covington city, Virginia",51580,0,1,0,0,0,0,0,1,34703,37155,2452,0.4533,5.2,66.9175143266476,14.8044365119837,1090.1
"Virginia","Fairfax County, Virginia",51059,0,1,0,0,0,0,0,1,114329,131247,16918,0.4224,4.7,84.880198584494,17.0271415638203,2766.8
"Virginia","Falls Church city, Virginia",51610,0,1,0,0,0,0,0,1,115244,144896,29652,0.4689,5.3,88.1266727772686,18.3894725557461,6169.8
"Virginia","Franklin County, Virginia",51067,1,1,0,0,0,0,0,2,48720,51078,2358,0.4373,6.4,74.6048173508046,15.1493863208948,81.3
"Virginia","Frederick County, Virginia",51069,1,0,0,0,0,0,0,1,68929,70496,1567,0.3967,5.1,82.6433704741723,15.6240892774638,189.4
"Virginia","Grayson County, Virginia",51077,1,0,0,0,0,0,0,1,31002,31508,506,0.4625,7.1,69.4364600429239,14.3561069369212,35.1
"Virginia","Hampton city, Virginia",51650,1,0,0,0,0,0,0,1,49890,57088,7198,0.4291,8.9,78.4334644790446,15.6924549599398,2673.2
"Virginia","Hanover County, Virginia",51085,1,0,0,0,0,0,0,1,81170,83468,2298,0.3908,3.8,83.8260781244176,16.1552818269466,213.1
"Virginia","Harrisonburg city, Virginia",51660,3,1,0,0,0,0,0,4,40494,40296,-198,0.47,5.9,83.5602700510521,15.6381534553249,2808.2
"Virginia","Loudoun County, Virginia",51107,6,1,2,0,0,0,0,11,125672,132267,6595,0.3756,3.9,86.0662033458207,16.9868563556495,605.8
"Virginia","Louisa County, Virginia",51109,1,0,1,0,0,0,0,3,54662,57996,3334,0.4391,8.1,76.4091820946487,15.0372844304105,66.8
"Virginia","Manassas city, Virginia",51683,1,0,0,0,0,0,0,1,74371,86296,11925,0.3901,6,83.4657932723853,14.922912695387,3827.8
"Virginia","Mathews County, Virginia",51115,1,0,0,0,0,0,0,1,64049,67938,3889,0.4209,2,78.4218988549618,15.7483404631952,104.5
"Virginia","Montgomery County, Virginia",51121,0,1,0,0,0,0,0,1,49712,51057,1345,0.5053,4.6,78.4402261224869,16.7497955390335,243.9
"Virginia","Newport News city, Virginia",51700,3,0,1,0,0,0,0,5,50089,61684,11595,0.4324,8.3,80.6301340726553,15.5821740970046,2630
"Virginia","Norfolk city, Virginia",51710,0,1,0,0,0,0,0,1,45268,60033,14765,0.4854,9.7,78.0414271193978,15.6352161942889,4486.3
"Virginia","Portsmouth city, Virginia",51740,3,0,0,0,0,0,0,3,47050,57325,10275,0.4245,10.9,77.5658163570106,15.3041450695571,2838.9
"Virginia","Powhatan County, Virginia",51145,1,0,0,0,0,0,0,1,77684,80991,3307,0.3821,4.6,71.0049504950495,15.7442407607097,107.8
"Virginia","Radford city, Virginia",51750,1,0,0,0,0,0,0,1,31457,32945,1488,0.5616,9.2,69.4475519895202,15.9522791070712,1662.2
"Virginia","Richmond city, Virginia",51760,0,1,0,0,0,0,0,1,41187,60375,19188,0.5428,9.1,77.1740141349152,15.7366733084041,3414.7
"Virginia","Shenandoah County, Virginia",51171,2,0,0,0,0,0,0,2,50450,51697,1247,0.4197,5.5,78.8073049900919,14.9668979380106,82.5
"Virginia","Spotsylvania County, Virginia",51177,1,0,0,0,0,0,0,1,79742,82168,2426,0.3836,5.6,80.3025568346997,15.699196135769,304.9
"Virginia","Stafford County, Virginia",51179,4,0,0,0,0,0,0,4,97528,98496,968,0.3775,4.9,80.0723103939124,16.3455740987225,479.5
"Virginia","Virginia Beach city, Virginia",51810,2,0,3,0,0,0,0,8,67719,73369,5650,0.4148,5.8,82.4704194071923,16.1884863701578,1758.9
"Virginia","Warren County, Virginia",51187,1,0,2,0,0,0,0,5,63734,65243,1509,0.4018,6.5,77.5949596677963,15.147211365003,176
"Virginia","Washington County, Virginia",51191,2,0,0,0,0,0,0,2,43835,44148,313,0.447,6.4,72.6367693165192,15.2469396475882,97.8
"Virginia","Waynesboro city, Virginia",51820,1,0,0,0,0,0,0,1,45097,48145,3048,0.3912,5.1,78.4861203090508,15.3014595553131,1396.8
"Virginia","Williamsburg city, Virginia",51830,1,0,0,0,0,0,0,1,50091,54231,4140,0.5281,9.1,78.679330162505,17.2711123257721,1559.3
"Virginia","York County, Virginia",51199,1,0,0,0,0,0,0,1,83410,89899,6489,0.3881,6.1,81.9520646473909,16.6149571399645,624.8
"Washington","Benton County, Washington",53005,2,0,0,0,0,0,0,2,61147,64729,3582,0.4343,6.5,77.2034484566898,15.7425660358557,103
"Washington","Clallam County, Washington",53009,5,0,1,0,1,0,1,8,47180,49161,1981,0.4291,9.3,69.9114589838206,15.8280794460641,41.1
"Washington","Clark County, Washington",53011,6,0,0,0,0,0,0,6,62879,65157,2278,0.4259,7.2,77.3462099627678,15.8734928108411,676.2
"Washington","Cowlitz County, Washington",53015,7,3,2,0,0,0,0,14,49127,51251,2124,0.4357,9.7,70.3851984732824,15.2500917224057,89.8
"Washington","Franklin County, Washington",53021,1,0,0,0,0,0,0,1,58284,69564,11280,0.4023,6.8,75.7191707180254,13.901423130888,62.9
"Washington","Grays Harbor County, Washington",53027,2,0,1,0,0,0,0,4,44521,44993,472,0.4504,12.1,65.2604630620985,15.2156021107348,38.3
"Washington","Island County, Washington",53029,3,0,0,1,0,0,0,4,60261,61739,1478,0.425,7.7,75.5543633293854,16.2478665160337,376.6
"Washington","Jefferson County, Washington",53031,0,1,0,0,0,0,0,1,50928,51901,973,0.4539,7.2,67.1853601652562,16.4843730948994,16.6
"Washington","King County, Washington",53033,109,40,44,0,1,9,10,238,78800,85099,6299,0.4682,5.5,81.8474824542945,16.6555678137818,912.9
"Washington","Kitsap County, Washington",53035,0,0,1,0,0,0,0,2,65017,66165,1148,0.4267,7,74.5374956593695,16.1747950645299,635.9
"Washington","Klickitat County, Washington",53039,2,0,0,0,0,0,0,2,49633,50144,511,0.3857,5.4,63.6530933633296,15.4608643696475,10.9
"Washington","Lewis County, Washington",53041,5,1,0,0,0,0,0,6,44526,45506,980,0.4209,9.7,69.3381165684348,15.1533645141823,31.4
"Washington","Mason County, Washington",53045,0,1,0,0,0,0,0,1,51764,53079,1315,0.4323,10.8,65.2397761217495,15.2509174722521,63.3
"Washington","Pierce County, Washington",53053,22,1,7,0,0,0,0,37,61468,65010,3542,0.4257,7.8,76.4124869298094,15.6999161382288,476.3
"Washington","San Juan County, Washington",53055,0,0,0,0,0,1,1,0,58029,59907,1878,0.4954,5.1,76.4560428849903,16.9191318452151,90.7
"Washington","Skagit County, Washington",53057,0,0,0,0,0,2,2,0,56433,59435,3002,0.4361,7.2,75.2115537062316,15.5577446548271,67.5
"Washington","Snohomish County, Washington",53061,26,6,3,0,0,1,1,38,73528,75283,1755,0.4102,6.2,79.4303111123622,15.937047977604,341.8
"Washington","Spokane County, Washington",53063,15,2,2,0,0,0,0,21,50550,51648,1098,0.4518,7.2,73.8362185098249,16.0332412858855,267.2
"Washington","Stevens County, Washington",53065,1,0,0,0,0,0,0,1,44115,45903,1788,0.4161,8.9,65.2479736183762,15.4724983860555,17.6
"Washington","Thurston County, Washington",53067,2,0,0,0,0,0,0,2,62854,64000,1146,0.4083,8.4,77.1504494655851,16.2012534213842,349.4
"Washington","Walla Walla County, Washington",53071,6,1,0,1,0,0,0,8,48705,49925,1220,0.4579,6.4,70.0220577679029,15.678234812007,46.3
"Washington","Whatcom County, Washington",53073,15,2,4,0,0,0,0,25,54207,56127,1920,0.4507,7.7,77.1149966426859,15.994959655296,95.5
"Washington","Whitman County, Washington",53075,0,1,1,0,0,0,0,3,38636,41654,3018,0.4966,8.9,79.5343030568163,17.2112565445026,20.7
"Washington","Yakima County, Washington",53077,7,1,1,0,0,0,0,10,45700,52100,6400,0.4459,8.3,75.4062274630437,13.8791763399616,56.6
"West Virginia","Barbour County, West Virginia",54001,1,0,0,0,0,0,0,1,36733,37138,405,0.4449,7.9,66.7986714975845,14.6288469969312,48.6
"West Virginia","Berkeley County, West Virginia",54003,1,0,0,0,0,0,0,1,57148,58122,974,0.4025,9,76.2814959128517,15.2495994659546,324.4
"West Virginia","Brooke County, West Virginia",54009,1,0,0,0,0,0,0,1,46265,46443,178,0.4127,4.1,75.3255910516058,15.2413178984862,269.8
"West Virginia","Cabell County, West Virginia",54011,1,0,1,1,0,0,0,4,37760,39301,1541,0.5028,6.6,68.1911157024793,15.5744052246929,342.8
"West Virginia","Fayette County, West Virginia",54019,4,0,0,0,0,0,0,4,37846,38026,180,0.4326,8.5,61.5969722280225,14.6697386265565,69.6
"West Virginia","Hancock County, West Virginia",54029,2,0,0,0,0,0,0,2,40316,40102,-214,0.4336,6.6,73.9878952291862,15.1031390134529,371.3
"West Virginia","Jefferson County, West Virginia",54037,2,0,0,0,0,0,0,2,69753,69849,96,0.4152,7.6,80.1198757763975,15.6859113823295,255.2
"West Virginia","Kanawha County, West Virginia",54039,11,1,5,1,0,0,0,23,46528,47596,1068,0.4691,6.4,71.9154965037716,15.4486479736133,214.1
"West Virginia","Marion County, West Virginia",54049,0,0,0,1,0,0,0,1,46430,47471,1041,0.4341,6,72.7714899113314,15.3234062235013,182.7
"West Virginia","Marshall County, West Virginia",54051,1,0,0,0,0,0,0,1,44464,44836,372,0.4222,6,68.1921979178851,15.0551842330763,108.4
"West Virginia","Mason County, West Virginia",54053,3,0,0,0,0,0,0,3,37322,37081,-241,0.4332,10.2,60.6545511525872,14.7228383651674,63.4
"West Virginia","Ohio County, West Virginia",54069,1,0,0,0,0,0,0,1,41986,42999,1013,0.5099,5.5,75.1150376282782,15.7436125671711,420
"West Virginia","Raleigh County, West Virginia",54081,1,0,0,0,0,0,0,1,41533,42113,580,0.452,7.7,61.1731472569778,14.9581589958159,130.3
"West Virginia","Upshur County, West Virginia",54097,1,0,0,0,0,0,0,1,42240,42402,162,0.4369,7.7,70.6134686803664,14.8154031287605,68.4
"West Virginia","Wood County, West Virginia",54107,0,0,1,0,0,0,0,2,43944,44334,390,0.4584,7.6,72.1965814993579,15.3753105793121,237.4
"Wisconsin","Brown County, Wisconsin",55009,1,0,0,0,0,0,0,1,54172,57325,3153,0.4395,5.3,82.3533590688253,15.6934512065117,468.2
"Wisconsin","Dane County, Wisconsin",55025,9,7,1,0,0,0,0,18,64773,68981,4208,0.4491,4.4,85.6138124518483,16.8931814606024,407.7
"Wisconsin","Fond du Lac County, Wisconsin",55039,2,0,0,0,0,0,0,2,56376,57396,1020,0.4071,4.6,82.819982837742,15.4683504788932,141.2
"Wisconsin","La Crosse County, Wisconsin",55063,2,0,0,0,0,0,0,2,51477,52111,634,0.4492,4.8,83.5100531700212,16.2136721064254,253.8
"Wisconsin","Manitowoc County, Wisconsin",55071,1,0,0,0,0,0,0,1,49613,49971,358,0.4087,4.8,83.6130208950976,15.2700296215799,138.3
"Wisconsin","Milwaukee County, Wisconsin",55079,0,0,1,0,0,1,1,2,45263,56576,11313,0.4781,8.1,78.2367911843163,15.5694753832441,3926
"Wisconsin","Outagamie County, Wisconsin",55087,2,0,0,0,0,0,0,2,59806,60691,885,0.411,3.7,84.5382881087434,15.7656321914656,277.2
"Wisconsin","Polk County, Wisconsin",55095,1,0,0,0,0,0,0,1,52039,52278,239,0.4056,5.8,80.4143069393463,15.46558586545,48.4
"Wisconsin","Rock County, Wisconsin",55105,1,0,0,0,0,0,0,1,50968,53137,2169,0.4178,7.4,79.0530950315504,15.3903665829888,223.3
"Wisconsin","Rusk County, Wisconsin",55107,1,0,0,0,0,0,0,1,39904,39696,-208,0.4277,4.9,77.2789733464955,14.9687652038533,16.2
"Wisconsin","St. Croix County, Wisconsin",55109,1,1,1,0,0,0,0,4,73743,74591,848,0.4049,4.1,86.0497163901118,16.2531078721234,116.8
"Wyoming","Campbell County, Wyoming",56005,3,0,0,0,0,0,0,3,80822,82341,1519,0.374,4.7,82.8541277976476,15.5287944378853,9.6
