GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2016 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2016 inflation-adjusted dollars)
0500000US13139,13139,"Hall County, Georgia",59291,1636
0500000US13141,13141,"Hancock County, Georgia",45508,19987
0500000US13143,13143,"Haralson County, Georgia",43057,3913
0500000US13145,13145,"Harris County, Georgia",74713,4903
0500000US13147,13147,"Hart County, Georgia",40489,2813
0500000US13149,13149,"Heard County, Georgia",45379,3868
0500000US13151,13151,"Henry County, Georgia",64521,2762
0500000US13153,13153,"Houston County, Georgia",61201,2228
0500000US13155,13155,"Irwin County, Georgia",35804,7318
0500000US13157,13157,"Jackson County, Georgia",55538,2859
0500000US13159,13159,"Jasper County, Georgia",42976,2387
0500000US13161,13161,"Jeff Davis County, Georgia",39228,5742
0500000US13163,13163,"Jefferson County, Georgia",45294,8488
0500000US13165,13165,"Jenkins County, Georgia",35599,4874
0500000US13167,13167,"Johnson County, Georgia",39920,5381
0500000US13169,13169,"Jones County, Georgia",57932,4422
0500000US13171,13171,"Lamar County, Georgia",46176,4073
0500000US13173,13173,"Lanier County, Georgia",44707,5477
0500000US13175,13175,"Laurens County, Georgia",40316,2348
0500000US13177,13177,"Lee County, Georgia",64994,4581
0500000US13179,13179,"Liberty County, Georgia",44036,2549
0500000US13181,13181,"Lincoln County, Georgia",41149,5050
0500000US13183,13183,"Long County, Georgia",51395,3602
